"","klasifikasi","score","text"
"1425","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1426","Positif",1," adeeem indonesia hebat "
"1427","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1428","Negatif",-3," yah kuasai hipmi maka drama resesi ekonomi buat alasan nunda milu lancar ribut di hipmi sekarang itu soal kentingan "
"1429","Netral",0," yah rerter fans bola yg lolos dan gegayaan ke atribut lgbt di stadion lalu bikin vidio dan sebar vidionya di sosmed "
"1430","Negatif",-1," masyaallah alhamdulillah bertahan selama  hari dibawah reruntuhan akibat gem cianjur seorang anak kecil berha"
"1431","Negatif",-2," merusakan alam wadasdari ristiwa tersebut sangat jelas terlihat tindakan mbungkaman terhadaasrasi rakyat dan ju"
"1432","Negatif",-1," semoga sadar ada wadas aja"
"1433","Negatif",-1,"ya ndak tau saiyakok tanya saiyamelawan"
"1434","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1435","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1436","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1437","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1438","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1439","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1440","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1441","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1442","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1443","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1444","Negatif",-1," gini nih sukan ngmbira muktamar yang kowah kowah km tuh gak tau a subtansi yg disainkan wa"
"1445","Netral",0," mohamat baru gw ngomong kemaren klo orang ini ngemenk  indonesia keti semuakasus wadas adalah kasus rus"
"1446","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1447","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1448","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1449","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1450","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1451","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1452","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1453","Netral",0," semua element masyarakat terjun ke langan ke waduk wadas a relawan ganjar turun "
"1454","Netral",0," banjir demak banyumas masalah wadas lebih bisa mengangkat nama ganjar dimata rakyat jateng d ncitraa "
"1455","Negatif",-2," merusakan alam wadasdari ristiwa tersebut sangat jelas terlihat tindakan mbungkaman terhadaasrasi rakyat dan ju"
"1456","Negatif",-2," kemudian arat melakukan intimidasi dengan mengatakan jangan macammacamsetelah snduk wadas melawan dirams ar"
"1457","Negatif",-2," kemudian seorang arat datang dan langsung merams ksa snduk wadas melawan tersebut banyak warga yang berusaha me"
"1458","Negatif",-1," mengingatkan jokowi atas sambutannya tentang hamblum minal alam yang sangat kontradiksi dengan rbuatannya yang akan mer"
"1459","Netral",0," melalui oyek rtambangan batu andesit untuk psn bendungan bener seles memberikan sambutannya jokowi segera kelua"
"1460","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1461","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1462","Netral",0," habba mallam its too early to start this meh bauchi meh gombe kuma ai dukan ku mutane daya"
"1463","Negatif",-1," drun baca nih info terbaru suya terlihat sedikit ntar lu "
"1464","Negatif",-2," terlihat jelas lu buzzer yg kurang ngetahuan masalah wadas sudah selesai bahkan "
"1465","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1466","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1467","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1468","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1469","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1470","Netral",0," alam wadas gimana k"
"1471","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1472","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1473","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1474","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1475","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1476","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1477","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1478","Negatif",-2,"kejadian kek gini ga cuma terjadi di dek kok di wadas di labuan bajo di a dan di seluruh indonesia rakyat "
"1479","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1480","Negatif",-2," merusakan alam wadasdari ristiwa tersebut sangat jelas terlihat tindakan mbungkaman terhadaasrasi rakyat dan ju"
"1481","Negatif",-2," kemudian arat melakukan intimidasi dengan mengatakan jangan macammacamsetelah snduk wadas melawan dirams ar"
"1482","Negatif",-2," kemudian seorang arat datang dan langsung merams ksa snduk wadas melawan tersebut banyak warga yang berusaha me"
"1483","Negatif",-1," mengingatkan jokowi atas sambutannya tentang hamblum minal alam yang sangat kontradiksi dengan rbuatannya yang akan mer"
"1484","Netral",0," melalui oyek rtambangan batu andesit untuk psn bendungan bener seles memberikan sambutannya jokowi segera kelua"
"1485","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1486","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1487","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1488","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1489","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1490","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1491","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1492","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1493","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1494","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1495","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1496","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1497","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1498","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1499","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1500","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1501","Netral",0," id ri ehm kendeng ehm wadas"
"1502","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1503","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1504","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1505","Netral",0," wadas atau waras"
"1506","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1507","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1508","Negatif",-3," orang banyak nilai negatif ganjar di wadas namun lu oleh kejahatan brik semen di rembang yg udah k "
"1509","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1510","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1511","Positif",1," untuk wadas dulu aja"
"1512","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1513","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1514","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1515","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1516","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1517","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1518","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1519","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1520","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1521","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1522","Negatif",-1,"  pilih bacaes yang tidak terlibat kkn serti ektp wadas nyalahgunaan wewenang jabatan kolusi netisme janga"
"1523","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1524","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1525","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1526","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1527","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1528","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1529","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1530","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1531","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1532","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1533","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1534","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1535","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1536","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1537","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1538","Negatif",-1,"cara pak ganjar menangani rsoalan di wadas tut diaesiasi ganjaranowo ganjaranowo ganjarkita "
"1539","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1540","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1541","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1542","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1543","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1544","Negatif",-1,"  pilih bacaes yang tidak terlibat kkn serti ektp wadas nyalahgunaan wewenang jabatan kolusi netisme janga"
"1545","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1546","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1547","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1548","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1549","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1550","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1551","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1552","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1553","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1554","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1555","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1556","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1557","Netral",0," warga wadas"
"1558","Netral",0," gayanya aja merakyatngo di angkringanwadas a kabar om"
"1559","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1560","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1561","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1562","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1563","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1564","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1565","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1566","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1567","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1568","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1569","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1570","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1571","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1572","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1573","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1574","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1575","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1576","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1577","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1578","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1579","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1580","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1581","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1582","Negatif",-1," melawan nyoh vad mau bengi takon estasi tho situ xixixi kushendarto"
"1583","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1584","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1585","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1586","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1587","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1588","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1589","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1590","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1591","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1592","Negatif",-1," hahaha yg waras sti tak akan mengorbankan wadas"
"1593","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1594","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1595","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1596","Netral",0," yg wadas"
"1597","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1598","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1599","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1600","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1601","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1602","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1603","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1604","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1605","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1606","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1607","Negatif",-1,"  pilih bacaes yang tidak terlibat kkn serti ektp wadas nyalahgunaan wewenang jabatan kolusi netisme janga"
"1608","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1609","Negatif",-1," wadas melawan "
"1610","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1611","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1612","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1613","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1614","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1615","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1616","Netral",0," pemersatu wadas juga dong"
"1617","Netral",0," semt kebaca wadas"
"1618","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1619","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1620","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1621","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1622","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1623","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1624","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1625","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1626","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1627","Negatif",-2," merusakan alam wadasdari ristiwa tersebut sangat jelas terlihat tindakan mbungkaman terhadaasrasi rakyat dan ju"
"1628","Negatif",-2," kemudian arat melakukan intimidasi dengan mengatakan jangan macammacamsetelah snduk wadas melawan dirams ar"
"1629","Negatif",-2," kemudian seorang arat datang dan langsung merams ksa snduk wadas melawan tersebut banyak warga yang berusaha me"
"1630","Negatif",-1," mengingatkan jokowi atas sambutannya tentang hamblum minal alam yang sangat kontradiksi dengan rbuatannya yang akan mer"
"1631","Netral",0," melalui oyek rtambangan batu andesit untuk psn bendungan bener seles memberikan sambutannya jokowi segera kelua"
"1632","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1633","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1634","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1635","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1636","Negatif",-2," komisi hukum dpr mendati berbagai siasat merintah untuk membebaskan tanah di wadasada uya menitiuang ganti rugi"
"1637","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1638","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1639","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1640","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1641","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1642","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1643","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1644","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1645","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1646","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1647","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1648","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1649","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1650","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1651","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1652","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
